ID;X;Y;WC
1059;351102;6460000;0.27
1060;351102;6460000;0.26
1061;351102;6460000;0.26
1062;351102;6460000;0.25
1063;351102;6460000;0.25
1064;351102;6470000;0.25
1065;351102;6470000;0.25
1066;351102;6470000;0.26
1067;351102;6470000;0.26
1068;351102;6470000;0.26
1069;351102;6470000;0.27
1070;351102;6470000;0.27
1071;351102;6470000;0.28
1072;351102;6470000;0.29
1073;351102;6470000;0.3
1074;351102;6470000;0.31
1075;351102;6470000;0.32
1076;351102;6470000;0.34
1077;351102;6470000;0.36
1078;351102;6470000;0.38
1079;351102;6470000;0.41
1080;351102;6470000;0.43
1081;351102;6470000;0.46
1082;351102;6470000;0.48
1083;351102;6470000;0.49
1084;351102;6470000;0.49
1085;351102;6470000;0.49
1086;351102;6470000;0.48
1087;351102;6470000;0.48
1088;351102;6470000;0.47
1089;351202;6460000;1.7E+38
1090;351202;6460000;0.29
1091;351202;6460000;0.29
1092;351202;6460000;0.28
1093;351202;6460000;0.27
1094;351202;6460000;0.26
1095;351202;6460000;0.25
1096;351202;6460000;0.24
1097;351202;6460000;0.24
1098;351202;6460000;0.24
1099;351202;6460000;0.24
1100;351202;6460000;0.24
1101;351202;6460000;0.24
1102;351202;6460000;0.25
1103;351202;6460000;0.25
1104;351202;6460000;0.26
1105;351202;6460000;0.26
1106;351202;6460000;0.27
1107;351202;6460000;0.27
1108;351202;6460000;0.27
1109;351202;6460000;0.26
1110;351202;6460000;0.26
1111;351202;6460000;0.25
1112;351202;6460000;0.24
1113;351202;6460000;0.22
1114;351202;6460000;0.22
1115;351202;6460000;0.23
1116;351202;6460000;0.24
1117;351202;6460000;0.24
1118;351202;6460000;0.24
1119;351202;6460000;0.24
1120;351202;6460000;0.23
1121;351202;6460000;0.23
1122;351202;6460000;0.22
1123;351202;6470000;0.21
1124;351202;6470000;0.23
1125;351202;6470000;0.24
1126;351202;6470000;0.24
1127;351202;6470000;0.24
1128;351202;6470000;0.25
1129;351202;6470000;0.25
1130;351202;6470000;0.26
1131;351202;6470000;0.27
1132;351202;6470000;0.28
1133;351202;6470000;0.29
1134;351202;6470000;0.31
1135;351202;6470000;0.33
1136;351202;6470000;0.36
1137;351202;6470000;0.38
1138;351202;6470000;0.41
1139;351202;6470000;0.44
1140;351202;6470000;0.47
1141;351202;6470000;0.51
1142;351202;6470000;0.54
1143;351202;6470000;0.53
1144;351202;6470000;0.51
1145;351202;6470000;0.5
1146;351202;6470000;0.49
1147;351202;6470000;0.48
1148;351202;6470000;0.48
1149;351302;6460000;1.7E+38
1150;351302;6460000;0.3
1151;351302;6460000;0.29
1152;351302;6460000;0.29
1153;351302;6460000;0.29
1154;351302;6460000;0.28
1155;351302;6460000;0.27
1156;351302;6460000;0.27
1157;351302;6460000;0.26
1158;351302;6460000;0.26
1159;351302;6460000;0.25
1160;351302;6460000;0.24
1161;351302;6460000;0.24
1162;351302;6460000;0.25
1163;351302;6460000;0.26
1164;351302;6460000;0.26
1165;351302;6460000;0.27
1166;351302;6460000;0.27
1167;351302;6460000;0.27
1168;351302;6460000;0.27
1169;351302;6460000;0.27
1170;351302;6460000;0.26
1171;351302;6460000;0.25
1172;351302;6460000;0.23
1173;351302;6460000;0.18
1174;351302;6460000;0.21
1175;351302;6460000;0.22
1176;351302;6460000;0.22
1177;351302;6460000;0.22
1178;351302;6460000;0.22
1179;351302;6460000;0.21
1180;351302;6460000;0.21
1181;351302;6460000;0.21
1182;351302;6460000;0.21
1183;351302;6470000;0.21
1184;351302;6470000;0.21
1185;351302;6470000;0.22
1186;351302;6470000;0.22
1187;351302;6470000;0.22
1188;351302;6470000;0.23
1189;351302;6470000;0.23
1190;351302;6470000;0.24
1191;351302;6470000;0.25
1192;351302;6470000;0.26
1193;351302;6470000;0.27
1194;351302;6470000;0.29
1195;351302;6470000;0.32
1196;351302;6470000;0.35
1197;351302;6470000;0.38
1198;351302;6470000;0.42
1199;351302;6470000;0.45
1200;351302;6470000;0.48
1201;351302;6470000;0.53
1202;351302;6470000;0.62
1203;351302;6470000;0.56
1204;351302;6470000;0.53
1205;351302;6470000;0.51
1206;351302;6470000;0.5
1207;351302;6470000;0.49
1208;351302;6470000;0.48
1209;351402;6460000;1.7E+38
1210;351402;6460000;0.3
1211;351402;6460000;0.3
1212;351402;6460000;0.3
1213;351402;6460000;0.3
1214;351402;6460000;0.3
1215;351402;6460000;0.3
1216;351402;6460000;0.3
1217;351402;6460000;0.29
1218;351402;6460000;0.28
1219;351402;6460000;0.26
1220;351402;6460000;0.24
1221;351402;6460000;0.23
1222;351402;6460000;0.25
1223;351402;6460000;0.26
1224;351402;6460000;0.27
1225;351402;6460000;0.28
1226;351402;6460000;0.28
1227;351402;6460000;0.28
1228;351402;6460000;0.28
1229;351402;6460000;0.27
1230;351402;6460000;0.26
1231;351402;6460000;0.25
1232;351402;6460000;0.24
1233;351402;6460000;0.23
1234;351402;6460000;0.22
1235;351402;6460000;0.22
1236;351402;6460000;0.21
1237;351402;6460000;0.2
1238;351402;6460000;0.19
1239;351402;6460000;0.19
1240;351402;6460000;0.19
1241;351402;6460000;0.2
1242;351402;6460000;0.2
1243;351402;6470000;0.2
1244;351402;6470000;0.2
1245;351402;6470000;0.2
1246;351402;6470000;0.2
1247;351402;6470000;0.2
1248;351402;6470000;0.21
1249;351402;6470000;0.21
1250;351402;6470000;0.21
1251;351402;6470000;0.22
1252;351402;6470000;0.23
1253;351402;6470000;0.25
1254;351402;6470000;0.27
1255;351402;6470000;0.3
1256;351402;6470000;0.34
1257;351402;6470000;0.37
1258;351402;6470000;0.42
1259;351402;6470000;0.45
1260;351402;6470000;0.47
1261;351402;6470000;0.49
1262;351402;6470000;0.52
1263;351402;6470000;0.52
1264;351402;6470000;0.51
1265;351402;6470000;0.51
1266;351402;6470000;0.5
1267;351402;6470000;0.5
1268;351402;6470000;0.49
1269;351402;6470000;0.49
1270;351402;6470000;0.48
1271;351402;6470000;0.48
1272;351402;6470000;0.47
1273;351402;6470000;0.46
1274;351502;6460000;0.31
1275;351502;6460000;0.31
1276;351502;6460000;0.31
1277;351502;6460000;0.31
1278;351502;6460000;0.32
1279;351502;6460000;0.33
1280;351502;6460000;0.34
1281;351502;6460000;0.33
1282;351502;6460000;0.31
1283;351502;6460000;0.28
1284;351502;6460000;0.26
1285;351502;6460000;0.24
1286;351502;6460000;0.26
1287;351502;6460000;0.27
1288;351502;6460000;0.28
1289;351502;6460000;0.29
1290;351502;6460000;0.29
1291;351502;6460000;0.29
1292;351502;6460000;0.29
1293;351502;6460000;0.28
1294;351502;6460000;0.27
1295;351502;6460000;0.27
1296;351502;6460000;0.25
1297;351502;6460000;0.24
1298;351502;6460000;0.23
1299;351502;6460000;0.22
1300;351502;6460000;0.21
1301;351502;6460000;0.2
1302;351502;6460000;0.17
1303;351502;6460000;0.15
1304;351502;6460000;0.18
1305;351502;6460000;0.18
1306;351502;6460000;0.19
1307;351502;6470000;0.19
1308;351502;6470000;0.18
1309;351502;6470000;0.18
1310;351502;6470000;0.18
1311;351502;6470000;0.18
1312;351502;6470000;0.18
1313;351502;6470000;0.18
1314;351502;6470000;0.17
1315;351502;6470000;0.19
1316;351502;6470000;0.21
1317;351502;6470000;0.23
1318;351502;6470000;0.25
1319;351502;6470000;0.28
1320;351502;6470000;0.31
1321;351502;6470000;0.35
1322;351502;6470000;0.38
1323;351502;6470000;0.41
1324;351502;6470000;0.44
1325;351502;6470000;0.46
1326;351502;6470000;0.48
1327;351502;6470000;0.49
1328;351502;6470000;0.5
1329;351502;6470000;0.5
1330;351502;6470000;0.5
1331;351502;6470000;0.5
1332;351502;6470000;0.5
1333;351502;6470000;0.49
1334;351502;6470000;0.49
1335;351502;6470000;0.48
1336;351502;6470000;0.48
1337;351502;6470000;0.47
1338;351502;6470000;0.46
1339;351502;6470000;0.45
1340;351602;6460000;0.32
1341;351602;6460000;0.32
1342;351602;6460000;0.33
1343;351602;6460000;0.33
1344;351602;6460000;0.35
1345;351602;6460000;0.39
1346;351602;6460000;0.38
1347;351602;6460000;0.34
1348;351602;6460000;0.31
1349;351602;6460000;0.29
1350;351602;6460000;0.29
1351;351602;6460000;0.29
1352;351602;6460000;0.3
1353;351602;6460000;0.31
1354;351602;6460000;0.31
1355;351602;6460000;0.31
1356;351602;6460000;0.31
1357;351602;6460000;0.3
1358;351602;6460000;0.29
1359;351602;6460000;0.29
1360;351602;6460000;0.28
1361;351602;6460000;0.27
1362;351602;6460000;0.26
1363;351602;6460000;0.25
1364;351602;6460000;0.23
1365;351602;6460000;0.22
1366;351602;6460000;0.2
1367;351602;6460000;0.19
1368;351602;6460000;0.18
1369;351602;6460000;0.18
1370;351602;6460000;0.18
1371;351602;6460000;0.18
1372;351602;6470000;0.17
1373;351602;6470000;0.17
1374;351602;6470000;0.16
1375;351602;6470000;0.16
1376;351602;6470000;0.17
1377;351602;6470000;0.17
1378;351602;6470000;0.16
1379;351602;6470000;0.13
1380;351602;6470000;0.16
1381;351602;6470000;0.19
1382;351602;6470000;0.21
1383;351602;6470000;0.22
1384;351602;6470000;0.24
1385;351602;6470000;0.27
1386;351602;6470000;0.31
1387;351602;6470000;0.35
1388;351602;6470000;0.38
1389;351602;6470000;0.4
1390;351602;6470000;0.43
1391;351602;6470000;0.45
1392;351602;6470000;0.47
1393;351602;6470000;0.48
1394;351602;6470000;0.5
1395;351602;6470000;0.5
1396;351602;6470000;0.51
1397;351602;6470000;0.51
1398;351602;6470000;0.51
1399;351602;6470000;0.5
1400;351602;6470000;0.5
1401;351602;6470000;0.49
1402;351602;6470000;0.47
1403;351602;6470000;0.46
1404;351602;6470000;0.45
1405;351702;6460000;0.32
1406;351702;6460000;0.33
1407;351702;6460000;0.33
1408;351702;6460000;0.34
1409;351702;6460000;0.35
1410;351702;6460000;0.36
1411;351702;6460000;0.36
1412;351702;6460000;0.34
1413;351702;6460000;0.32
1414;351702;6460000;0.31
1415;351702;6460000;0.3
1416;351702;6460000;0.3
1417;351702;6460000;0.31
1418;351702;6460000;0.33
1419;351702;6460000;0.35
1420;351702;6460000;0.33
1421;351702;6460000;0.32
1422;351702;6460000;0.32
1423;351702;6460000;0.31
1424;351702;6460000;0.3
1425;351702;6460000;0.3
1426;351702;6460000;0.29
1427;351702;6460000;0.28
1428;351702;6460000;0.26
1429;351702;6460000;0.24
1430;351702;6460000;0.22
1431;351702;6460000;0.2
1432;351702;6460000;0.19
1433;351702;6460000;0.18
1434;351702;6460000;0.18
1435;351702;6460000;0.18
1436;351702;6460000;0.17
1437;351702;6470000;0.17
1438;351702;6470000;0.16
1439;351702;6470000;0.15
1440;351702;6470000;0.15
1441;351702;6470000;0.16
1442;351702;6470000;0.16
1443;351702;6470000;0.16
1444;351702;6470000;0.16
1445;351702;6470000;0.17
1446;351702;6470000;0.19
1447;351702;6470000;0.2
1448;351702;6470000;0.21
1449;351702;6470000;0.23
1450;351702;6470000;0.26
1451;351702;6470000;0.3
1452;351702;6470000;0.33
1453;351702;6470000;0.35
1454;351702;6470000;0.38
1455;351702;6470000;0.4
1456;351702;6470000;0.43
1457;351702;6470000;0.45
1458;351702;6470000;0.48
1459;351702;6470000;0.5
1460;351702;6470000;0.52
1461;351702;6470000;0.52
1462;351702;6470000;0.52
1463;351702;6470000;0.52
1464;351702;6470000;0.52
1465;351702;6470000;0.51
1466;351702;6470000;0.5
1467;351702;6470000;0.48
1468;351702;6470000;0.46
1469;351702;6470000;0.45
1470;351702;6470000;0.44
1471;351802;6460000;0.33
1472;351802;6460000;0.33
1473;351802;6460000;0.33
1474;351802;6460000;0.34
1475;351802;6460000;0.34
1476;351802;6460000;0.34
1477;351802;6460000;0.33
1478;351802;6460000;0.32
1479;351802;6460000;0.31
1480;351802;6460000;0.31
1481;351802;6460000;0.31
1482;351802;6460000;0.32
1483;351802;6460000;0.34
1484;351802;6460000;0.35
1485;351802;6460000;0.34
1486;351802;6460000;0.34
1487;351802;6460000;0.33
1488;351802;6460000;0.32
1489;351802;6460000;0.31
1490;351802;6460000;0.31
1491;351802;6460000;0.3
1492;351802;6460000;0.29
1493;351802;6460000;0.27
1494;351802;6460000;0.24
1495;351802;6460000;0.22
1496;351802;6460000;0.2
1497;351802;6460000;0.19
1498;351802;6460000;0.18
1499;351802;6460000;0.18
1500;351802;6460000;0.17
1501;351802;6460000;0.17
1502;351802;6470000;0.17
1503;351802;6470000;0.16
1504;351802;6470000;0.16
1505;351802;6470000;0.16
1506;351802;6470000;0.16
1507;351802;6470000;0.16
1508;351802;6470000;0.16
1509;351802;6470000;0.17
1510;351802;6470000;0.18
1511;351802;6470000;0.19
1512;351802;6470000;0.2
1513;351802;6470000;0.21
1514;351802;6470000;0.23
1515;351802;6470000;0.25
1516;351802;6470000;0.28
1517;351802;6470000;0.3
1518;351802;6470000;0.33
1519;351802;6470000;0.35
1520;351802;6470000;0.38
1521;351802;6470000;0.41
1522;351802;6470000;0.44
1523;351802;6470000;0.47
1524;351802;6470000;0.52
1525;351802;6470000;0.55
1526;351802;6470000;0.53
1527;351802;6470000;0.53
1528;351802;6470000;0.54
1529;351802;6470000;0.55
1530;351802;6470000;0.54
1531;351802;6470000;0.51
1532;351802;6470000;0.49
1533;351802;6470000;0.47
1534;351802;6470000;0.45
1535;351802;6470000;0.43
1536;351902;6460000;0.33
1537;351902;6460000;0.33
1538;351902;6460000;0.33
1539;351902;6460000;0.33
1540;351902;6460000;0.33
1541;351902;6460000;0.33
1542;351902;6460000;0.33
1543;351902;6460000;0.32
1544;351902;6460000;0.31
1545;351902;6460000;0.3
1546;351902;6460000;0.3
1547;351902;6460000;0.31
1548;351902;6460000;0.33
1549;351902;6460000;0.34
1550;351902;6460000;0.34
1551;351902;6460000;0.34
1552;351902;6460000;0.34
1553;351902;6460000;0.33
1554;351902;6460000;0.33
1555;351902;6460000;0.32
1556;351902;6460000;0.3
1557;351902;6460000;0.29
1558;351902;6460000;0.27
1559;351902;6460000;0.25
1560;351902;6460000;0.23
1561;351902;6460000;0.2
1562;351902;6460000;0.18
1563;351902;6460000;0.17
1564;351902;6460000;0.18
1565;351902;6460000;0.17
1566;351902;6460000;0.17
1567;351902;6470000;0.17
1568;351902;6470000;0.16
1569;351902;6470000;0.16
1570;351902;6470000;0.16
1571;351902;6470000;0.16
1572;351902;6470000;0.16
1573;351902;6470000;0.16
1574;351902;6470000;0.17
1575;351902;6470000;0.18
1576;351902;6470000;0.19
1577;351902;6470000;0.2
1578;351902;6470000;0.22
1579;351902;6470000;0.23
1580;351902;6470000;0.25
1581;351902;6470000;0.27
1582;351902;6470000;0.28
1583;351902;6470000;0.3
1584;351902;6470000;0.32
1585;351902;6470000;0.35
1586;351902;6470000;0.38
1587;351902;6470000;0.41
1588;351902;6470000;0.45
1589;351902;6470000;0.49
1590;351902;6470000;0.52
1591;351902;6470000;0.51
1592;351902;6470000;0.52
1593;351902;6470000;0.54
1594;351902;6470000;0.61
1595;351902;6470000;0.58
1596;351902;6470000;0.53
1597;351902;6470000;0.48
1598;351902;6470000;0.46
1599;351902;6470000;0.44
1600;351902;6470000;0.42
1601;351902;6470000;0.41
1602;351902;6470000;0.4
1603;352002;6460000;0.33
1604;352002;6460000;0.33
1605;352002;6460000;0.33
1606;352002;6460000;0.33
1607;352002;6460000;0.33
1608;352002;6460000;0.33
1609;352002;6460000;0.32
1610;352002;6460000;0.32
1611;352002;6460000;0.3
1612;352002;6460000;0.29
1613;352002;6460000;0.31
1614;352002;6460000;0.33
1615;352002;6460000;0.35
1616;352002;6460000;0.35
1617;352002;6460000;0.35
1618;352002;6460000;0.35
1619;352002;6460000;0.35
1620;352002;6460000;0.34
1621;352002;6460000;0.32
1622;352002;6460000;0.31
1623;352002;6460000;0.3
1624;352002;6460000;0.28
1625;352002;6460000;0.26
1626;352002;6460000;0.24
1627;352002;6460000;0.22
1628;352002;6460000;0.2
1629;352002;6460000;0.19
1630;352002;6460000;0.18
1631;352002;6460000;0.18
1632;352002;6460000;0.17
1633;352002;6470000;0.17
1634;352002;6470000;0.16
1635;352002;6470000;0.15
1636;352002;6470000;0.15
1637;352002;6470000;0.15
1638;352002;6470000;0.16
1639;352002;6470000;0.16
1640;352002;6470000;0.17
1641;352002;6470000;0.17
1642;352002;6470000;0.18
1643;352002;6470000;0.19
1644;352002;6470000;0.21
1645;352002;6470000;0.23
1646;352002;6470000;0.25
1647;352002;6470000;0.26
1648;352002;6470000;0.26
1649;352002;6470000;0.26
1650;352002;6470000;0.3
1651;352002;6470000;0.33
1652;352002;6470000;0.36
1653;352002;6470000;0.38
1654;352002;6470000;0.41
1655;352002;6470000;0.44
1656;352002;6470000;0.45
1657;352002;6470000;0.46
1658;352002;6470000;0.47
1659;352002;6470000;0.49
1660;352002;6470000;0.52
1661;352002;6470000;0.52
1662;352002;6470000;0.49
1663;352002;6470000;0.46
1664;352002;6470000;0.44
1665;352002;6470000;0.42
1666;352002;6470000;0.4
1667;352002;6470000;0.39
1668;352002;6470000;0.38
1669;352002;6470000;0.37
1670;352002;6470000;0.37
1671;352102;6460000;0.33
1672;352102;6460000;0.33
1673;352102;6460000;0.33
1674;352102;6460000;0.33
1675;352102;6460000;0.33
1676;352102;6460000;0.33
1677;352102;6460000;0.33
1678;352102;6460000;0.32
1679;352102;6460000;0.32
1680;352102;6460000;0.33
1681;352102;6460000;0.35
1682;352102;6460000;0.37
1683;352102;6460000;0.37
1684;352102;6460000;0.36
1685;352102;6460000;0.36
1686;352102;6460000;0.35
1687;352102;6460000;0.34
1688;352102;6460000;0.33
1689;352102;6460000;0.33
1690;352102;6460000;0.32
1691;352102;6460000;0.3
1692;352102;6460000;0.27
1693;352102;6460000;0.25
1694;352102;6460000;0.23
1695;352102;6460000;0.21
1696;352102;6460000;0.2
1697;352102;6460000;0.19
1698;352102;6460000;0.18
1699;352102;6460000;0.17
1700;352102;6470000;0.16
1701;352102;6470000;0.16
1702;352102;6470000;0.14
1703;352102;6470000;0.13
1704;352102;6470000;0.14
1705;352102;6470000;0.15
1706;352102;6470000;0.17
1707;352102;6470000;0.17
1708;352102;6470000;0.18
1709;352102;6470000;0.18
1710;352102;6470000;0.2
1711;352102;6470000;0.22
1712;352102;6470000;0.24
1713;352102;6470000;0.25
1714;352102;6470000;0.26
1715;352102;6470000;0.26
1716;352102;6470000;0.27
1717;352102;6470000;0.29
1718;352102;6470000;0.32
1719;352102;6470000;0.33
1720;352102;6470000;0.34
1721;352102;6470000;0.37
1722;352102;6470000;0.39
1723;352102;6470000;0.4
1724;352102;6470000;0.41
1725;352102;6470000;0.42
1726;352102;6470000;0.43
1727;352102;6470000;0.44
1728;352102;6470000;0.44
1729;352102;6470000;0.44
1730;352102;6470000;0.42
1731;352102;6470000;0.4
1732;352102;6470000;0.39
1733;352102;6470000;0.38
1734;352102;6470000;0.37
1735;352102;6470000;0.36
1736;352102;6470000;0.35
1737;352102;6470000;0.35
1738;352102;6470000;0.35
1739;352102;6470000;0.35
1740;352102;6470000;0.34
1741;352202;6460000;0.34
1742;352202;6460000;0.34
1743;352202;6460000;0.34
1744;352202;6460000;0.34
1745;352202;6460000;0.34
1746;352202;6460000;0.35
1747;352202;6460000;0.36
1748;352202;6460000;0.37
1749;352202;6460000;0.39
1750;352202;6460000;0.38
1751;352202;6460000;0.37
1752;352202;6460000;0.36
1753;352202;6460000;0.35
1754;352202;6460000;0.35
1755;352202;6460000;0.34
1756;352202;6460000;0.34
1757;352202;6460000;0.35
1758;352202;6460000;0.32
1759;352202;6460000;0.28
1760;352202;6460000;0.26
1761;352202;6460000;0.23
1762;352202;6460000;0.22
1763;352202;6460000;0.2
1764;352202;6460000;0.19
1765;352202;6460000;0.18
1766;352202;6460000;0.18
1767;352202;6470000;0.17
1768;352202;6470000;0.16
1769;352202;6470000;0.14
1770;352202;6470000;0.13
1771;352202;6470000;0.14
1772;352202;6470000;0.15
1773;352202;6470000;0.17
1774;352202;6470000;0.18
1775;352202;6470000;0.2
1776;352202;6470000;0.21
1777;352202;6470000;0.22
1778;352202;6470000;0.24
1779;352202;6470000;0.25
1780;352202;6470000;0.26
1781;352202;6470000;0.27
1782;352202;6470000;0.27
1783;352202;6470000;0.28
1784;352202;6470000;0.3
1785;352202;6470000;0.31
1786;352202;6470000;0.32
1787;352202;6470000;0.33
1788;352202;6470000;0.35
1789;352202;6470000;0.36
1790;352202;6470000;0.36
1791;352202;6470000;0.35
1792;352202;6470000;0.35
1793;352202;6470000;0.38
1794;352202;6470000;0.39
1795;352202;6470000;0.39
1796;352202;6470000;0.39
1797;352202;6470000;0.38
1798;352202;6470000;0.37
1799;352202;6470000;0.36
1800;352202;6470000;0.35
1801;352202;6470000;0.34
1802;352202;6470000;0.34
1803;352202;6470000;0.33
1804;352202;6470000;0.33
1805;352202;6470000;0.33
1806;352202;6470000;0.33
1807;352202;6470000;0.33
1808;352202;6470000;0.33
1809;352202;6470000;0.33
1810;352302;6460000;0.34
1811;352302;6460000;0.34
1812;352302;6460000;0.34
1813;352302;6460000;0.35
1814;352302;6460000;0.35
1815;352302;6460000;0.36
1816;352302;6460000;0.37
1817;352302;6460000;0.37
1818;352302;6460000;0.38
1819;352302;6460000;0.38
1820;352302;6460000;0.38
1821;352302;6460000;0.37
1822;352302;6460000;0.37
1823;352302;6460000;0.36
1824;352302;6460000;0.35
1825;352302;6460000;0.34
1826;352302;6460000;0.34
1827;352302;6460000;0.33
1828;352302;6460000;0.31
1829;352302;6460000;0.28
1830;352302;6460000;0.26
1831;352302;6460000;0.23
1832;352302;6460000;0.21
1833;352302;6460000;0.2
1834;352302;6460000;0.19
1835;352302;6460000;0.19
1836;352302;6460000;0.18
1837;352302;6470000;0.17
1838;352302;6470000;0.16
1839;352302;6470000;0.15
1840;352302;6470000;0.15
1841;352302;6470000;0.15
1842;352302;6470000;0.17
1843;352302;6470000;0.18
1844;352302;6470000;0.2
1845;352302;6470000;0.22
1846;352302;6470000;0.23
1847;352302;6470000;0.25
1848;352302;6470000;0.26
1849;352302;6470000;0.27
1850;352302;6470000;0.27
1851;352302;6470000;0.27
1852;352302;6470000;0.28
1853;352302;6470000;0.29
1854;352302;6470000;0.3
1855;352302;6470000;0.31
1856;352302;6470000;0.32
1857;352302;6470000;0.32
1858;352302;6470000;0.33
1859;352302;6470000;0.33
1860;352302;6470000;0.33
1861;352302;6470000;0.32
1862;352302;6470000;0.33
1863;352302;6470000;0.34
1864;352302;6470000;0.35
1865;352302;6470000;0.35
1866;352302;6470000;0.35
1867;352302;6470000;0.34
1868;352302;6470000;0.34
1869;352302;6470000;0.33
1870;352302;6470000;0.32
1871;352302;6470000;0.31
1872;352302;6470000;0.31
1873;352302;6470000;0.31
1874;352302;6470000;0.31
1875;352302;6470000;0.31
1876;352302;6470000;0.32
1877;352302;6470000;0.32
1878;352302;6470000;0.32
1879;352302;6470000;0.32
1880;352302;6470000;0.33
1881;352402;6460000;0.34
1882;352402;6460000;0.34
1883;352402;6460000;0.34
1884;352402;6460000;0.35
1885;352402;6460000;0.36
1886;352402;6460000;0.37
1887;352402;6460000;0.38
1888;352402;6460000;0.38
1889;352402;6460000;0.38
1890;352402;6460000;0.38
1891;352402;6460000;0.38
1892;352402;6460000;0.37
1893;352402;6460000;0.37
1894;352402;6460000;0.36
1895;352402;6460000;0.36
1896;352402;6460000;0.34
1897;352402;6460000;0.33
1898;352402;6460000;0.32
1899;352402;6460000;0.3
1900;352402;6460000;0.28
1901;352402;6460000;0.25
1902;352402;6460000;0.22
1903;352402;6460000;0.2
1904;352402;6460000;0.19
1905;352402;6460000;0.19
1906;352402;6460000;0.19
1907;352402;6460000;0.18
1908;352402;6470000;0.18
1909;352402;6470000;0.17
1910;352402;6470000;0.17
1911;352402;6470000;0.17
1912;352402;6470000;0.17
1913;352402;6470000;0.17
1914;352402;6470000;0.18
1915;352402;6470000;0.21
1916;352402;6470000;0.24
1917;352402;6470000;0.26
1918;352402;6470000;0.28
1919;352402;6470000;0.29
1920;352402;6470000;0.29
1921;352402;6470000;0.29
1922;352402;6470000;0.29
1923;352402;6470000;0.29
1924;352402;6470000;0.29
1925;352402;6470000;0.3
1926;352402;6470000;0.31
1927;352402;6470000;0.31
1928;352402;6470000;0.32
1929;352402;6470000;0.32
1930;352402;6470000;0.32
1931;352402;6470000;0.32
1932;352402;6470000;0.32
1933;352402;6470000;0.32
1934;352402;6470000;0.32
1935;352402;6470000;0.32
1936;352402;6470000;0.32
1937;352402;6470000;0.31
1938;352402;6470000;0.31
1939;352402;6470000;0.31
1940;352402;6470000;0.3
1941;352402;6470000;0.29
1942;352402;6470000;0.28
1943;352402;6470000;0.28
1944;352402;6470000;0.29
1945;352402;6470000;0.29
1946;352402;6470000;0.3
1947;352402;6470000;0.3
1948;352402;6470000;0.31
1949;352402;6470000;0.31
1950;352402;6470000;0.31
1951;352402;6470000;0.32
1952;352402;6470000;0.32
1953;352502;6460000;0.34
1954;352502;6460000;0.34
1955;352502;6460000;0.34
1956;352502;6460000;0.35
1957;352502;6460000;0.36
1958;352502;6460000;0.37
1959;352502;6460000;0.37
1960;352502;6460000;0.37
1961;352502;6460000;0.38
1962;352502;6460000;0.38
1963;352502;6460000;0.38
1964;352502;6460000;0.37
1965;352502;6460000;0.37
1966;352502;6460000;0.37
1967;352502;6460000;0.36
1968;352502;6460000;0.35
1969;352502;6460000;0.33
1970;352502;6460000;0.31
1971;352502;6460000;0.29
1972;352502;6460000;0.27
1973;352502;6460000;0.25
1974;352502;6460000;0.22
1975;352502;6460000;0.2
1976;352502;6460000;0.2
1977;352502;6460000;0.2
1978;352502;6460000;0.19
1979;352502;6460000;0.19
1980;352502;6470000;0.18
1981;352502;6470000;0.18
1982;352502;6470000;0.18
1983;352502;6470000;0.18
1984;352502;6470000;0.18
1985;352502;6470000;0.18
1986;352502;6470000;0.18
1987;352502;6470000;0.21
1988;352502;6470000;0.26
1989;352502;6470000;0.32
1990;352502;6470000;0.34
1991;352502;6470000;0.33
1992;352502;6470000;0.31
1993;352502;6470000;0.3
1994;352502;6470000;0.3
1995;352502;6470000;0.3
1996;352502;6470000;0.3
1997;352502;6470000;0.3
1998;352502;6470000;0.3
1999;352502;6470000;0.31
2000;352502;6470000;0.31
2001;352502;6470000;0.32
2002;352502;6470000;0.32
2003;352502;6470000;0.32
2004;352502;6470000;0.31
2005;352502;6470000;0.31
2006;352502;6470000;0.31
2007;352502;6470000;0.31
2008;352502;6470000;0.3
2009;352502;6470000;0.29
2010;352502;6470000;0.29
2011;352502;6470000;0.28
2012;352502;6470000;0.28
2013;352502;6470000;0.26
2014;352502;6470000;0.25
2015;352502;6470000;0.26
2016;352502;6470000;0.27
2017;352502;6470000;0.28
2018;352502;6470000;0.28
2019;352502;6470000;0.29
2020;352502;6470000;0.29
2021;352502;6470000;0.3
2022;352502;6470000;0.3
2023;352502;6470000;0.31
2024;352502;6470000;0.31
2025;352602;6460000;0.34
2026;352602;6460000;0.34
2027;352602;6460000;0.35
2028;352602;6460000;0.35
2029;352602;6460000;0.36
2030;352602;6460000;0.36
2031;352602;6460000;0.37
2032;352602;6460000;0.37
2033;352602;6460000;0.38
2034;352602;6460000;0.39
2035;352602;6460000;0.38
2036;352602;6460000;0.37
2037;352602;6460000;0.37
2038;352602;6460000;0.36
2039;352602;6460000;0.34
2040;352602;6460000;0.33
2041;352602;6460000;0.31
2042;352602;6460000;0.29
2043;352602;6460000;0.28
2044;352602;6460000;0.26
2045;352602;6460000;0.24
2046;352602;6460000;0.22
2047;352602;6460000;0.22
2048;352602;6460000;0.21
2049;352602;6460000;0.2
2050;352602;6460000;0.2
2051;352602;6470000;0.19
2052;352602;6470000;0.19
2053;352602;6470000;0.18
2054;352602;6470000;0.18
2055;352602;6470000;0.18
2056;352602;6470000;0.19
