Coord;X;Y;Depth
822;350702;6.46E+06;2565.17
823;350702;6.46E+06;2562.62
824;350702;6.46E+06;2561.51
825;350702;6.46E+06;2561.33
826;350702;6.46E+06;2561.59
827;350702;6.46E+06;2562.19
828;350702;6.46E+06;2563.71
829;350702;6.46E+06;2565.27
830;350702;6.46E+06;2567.7
831;350702;6.46E+06;2570.95
832;350702;6.46E+06;2575.06
833;350702;6.46E+06;2578.96
834;350702;6.46E+06;2583.73
835;350702;6.47E+06;2588.53
836;350702;6.47E+06;2593.15
837;350702;6.47E+06;2597.67
838;350702;6.47E+06;2602.4
839;350702;6.47E+06;2605.19
840;350702;6.47E+06;2605.23
841;350702;6.47E+06;2603.61
842;350702;6.47E+06;2601.75
843;350702;6.47E+06;2599.9
844;350702;6.47E+06;2597.96
845;350702;6.47E+06;2595.36
846;350702;6.47E+06;2593.44
847;350702;6.47E+06;2592.47
848;350702;6.47E+06;2591.84
849;350702;6.47E+06;2591.55
850;350702;6.47E+06;2591.21
851;350702;6.47E+06;2591.52
852;350702;6.47E+06;2592.59
853;350702;6.47E+06;2595.07
854;350702;6.47E+06;2596.9
855;350702;6.47E+06;2598.61
856;350802;6.46E+06;2619.66
857;350802;6.46E+06;2620.57
858;350802;6.46E+06;2619.99
859;350802;6.46E+06;2619.07
860;350802;6.46E+06;2616.63
861;350802;6.46E+06;2613.23
862;350802;6.46E+06;2610.57
863;350802;6.46E+06;2607.57
864;350802;6.46E+06;2605.49
865;350802;6.46E+06;2603.32
866;350802;6.46E+06;2601.38
867;350802;6.46E+06;2598.57
868;350802;6.46E+06;2596.24
869;350802;6.46E+06;2593.66
870;350802;6.46E+06;2591.48
871;350802;6.46E+06;2587.59
872;350802;6.46E+06;2584.43
873;350802;6.46E+06;2581.37
874;350802;6.46E+06;2578.86
875;350802;6.46E+06;2574.73
876;350802;6.46E+06;2570.54
877;350802;6.46E+06;2565.92
878;350802;6.46E+06;2563.38
879;350802;6.46E+06;2561.06
880;350802;6.46E+06;2560
881;350802;6.46E+06;2559.98
882;350802;6.46E+06;2560.22
883;350802;6.46E+06;2560.96
884;350802;6.46E+06;2562.27
885;350802;6.46E+06;2564.68
886;350802;6.46E+06;2566.75
887;350802;6.46E+06;2570.07
888;350802;6.46E+06;2574.33
889;350802;6.46E+06;2578.24
890;350802;6.47E+06;2583.09
891;350802;6.47E+06;2588.15
892;350802;6.47E+06;2594.1
893;350802;6.47E+06;2598.42
894;350802;6.47E+06;2601.83
895;350802;6.47E+06;2602.36
896;350802;6.47E+06;2601.17
897;350802;6.47E+06;2599.75
898;350802;6.47E+06;2597.47
899;350802;6.47E+06;2595.32
900;350802;6.47E+06;2593.05
901;350802;6.47E+06;2591.54
902;350802;6.47E+06;2590.22
903;350802;6.47E+06;2590.12
904;350802;6.47E+06;2590.82
905;350802;6.47E+06;2590.95
906;350802;6.47E+06;2591.34
907;350802;6.47E+06;2592.67
908;350802;6.47E+06;2595.39
909;350802;6.47E+06;2596.9
910;350802;6.47E+06;2598.71
911;350802;6.47E+06;2600.24
912;350802;6.47E+06;2601.74
913;350902;6.46E+06;2620.02
914;350902;6.46E+06;2621.46
915;350902;6.46E+06;2622.34
916;350902;6.46E+06;2622.25
917;350902;6.46E+06;2620.37
918;350902;6.46E+06;2617.11
919;350902;6.46E+06;2613.32
920;350902;6.46E+06;2610.64
921;350902;6.46E+06;2608.91
922;350902;6.46E+06;2606.55
923;350902;6.46E+06;2603.99
924;350902;6.46E+06;2601.72
925;350902;6.46E+06;2599.61
926;350902;6.46E+06;2596.55
927;350902;6.46E+06;2593.28
928;350902;6.46E+06;2590.26
929;350902;6.46E+06;2587.46
930;350902;6.46E+06;2583.8
931;350902;6.46E+06;2580.21
932;350902;6.46E+06;2576.51
933;350902;6.46E+06;2572.76
934;350902;6.46E+06;2567.72
935;350902;6.46E+06;2563.34
936;350902;6.46E+06;2560.53
937;350902;6.46E+06;2558.82
938;350902;6.46E+06;2558.3
939;350902;6.46E+06;2558.41
940;350902;6.46E+06;2558.56
941;350902;6.46E+06;2559.17
942;350902;6.46E+06;2560.8
943;350902;6.46E+06;2563.04
944;350902;6.46E+06;2564.84
945;350902;6.46E+06;2567.83
946;350902;6.46E+06;2572.49
947;350902;6.47E+06;2577.11
948;350902;6.47E+06;2581.76
949;350902;6.47E+06;2588.4
950;350902;6.47E+06;2594.95
951;350902;6.47E+06;2597.9
952;350902;6.47E+06;2598.61
953;350902;6.47E+06;2598.61
954;350902;6.47E+06;2596.8
955;350902;6.47E+06;2594.1
956;350902;6.47E+06;2592.25
957;350902;6.47E+06;2590.77
958;350902;6.47E+06;2588.78
959;350902;6.47E+06;2587.41
960;350902;6.47E+06;2587.84
961;350902;6.47E+06;2589.8
962;350902;6.47E+06;2590.84
963;350902;6.47E+06;2591.58
964;350902;6.47E+06;2592.69
965;350902;6.47E+06;2595.27
966;350902;6.47E+06;2597.36
967;350902;6.47E+06;2598.75
968;350902;6.47E+06;2599.94
969;350902;6.47E+06;2601.47
970;350902;6.47E+06;2602.49
971;351002;6.46E+06;2620.22
972;351002;6.46E+06;2621.75
973;351002;6.46E+06;2623.74
974;351002;6.46E+06;2624.57
975;351002;6.46E+06;2622.36
976;351002;6.46E+06;2620.19
977;351002;6.46E+06;2617.24
978;351002;6.46E+06;2613.69
979;351002;6.46E+06;2611.45
980;351002;6.46E+06;2609.96
981;351002;6.46E+06;2607.82
982;351002;6.46E+06;2604.65
983;351002;6.46E+06;2602.26
984;351002;6.46E+06;2600
985;351002;6.46E+06;2596.57
986;351002;6.46E+06;2592.75
987;351002;6.46E+06;2590.01
988;351002;6.46E+06;2586.91
989;351002;6.46E+06;2582.23
990;351002;6.46E+06;2577.87
991;351002;6.46E+06;2574.49
992;351002;6.46E+06;2569.97
993;351002;6.46E+06;2563.55
994;351002;6.46E+06;2560.05
995;351002;6.46E+06;2557.93
996;351002;6.46E+06;2556.59
997;351002;6.46E+06;2556.89
998;351002;6.46E+06;2557.28
999;351002;6.46E+06;2557.26
1000;351002;6.46E+06;2556.79
1001;351002;6.46E+06;2559.56
1002;351002;6.46E+06;2561.38
1003;351002;6.46E+06;2562.05
1004;351002;6.46E+06;2563.02
1005;351002;6.47E+06;2570.35
1006;351002;6.47E+06;2576.4
1007;351002;6.47E+06;2581.58
1008;351002;6.47E+06;2588.87
1009;351002;6.47E+06;2593.98
1010;351002;6.47E+06;2595.3
1011;351002;6.47E+06;2594.56
1012;351002;6.47E+06;2592.27
1013;351002;6.47E+06;2590.8
1014;351002;6.47E+06;2589.32
1015;351002;6.47E+06;2586.88
1016;351002;6.47E+06;2585.34
1017;351002;6.47E+06;2585.13
1018;351002;6.47E+06;2585.68
1019;351002;6.47E+06;2588.15
1020;351002;6.47E+06;2591.06
1021;351002;6.47E+06;2592.18
1022;351002;6.47E+06;2593.4
1023;351002;6.47E+06;2595.61
1024;351002;6.47E+06;2597.6
1025;351002;6.47E+06;2598.65
1026;351002;6.47E+06;2599.54
1027;351002;6.47E+06;2600.63
1028;351002;6.47E+06;2601.97
1029;351002;6.47E+06;2602.87
1030;351102;6.46E+06;2620.5
1031;351102;6.46E+06;2622.35
1032;351102;6.46E+06;2624.16
1033;351102;6.46E+06;2624.69
1034;351102;6.46E+06;2623.58
1035;351102;6.46E+06;2621.67
1036;351102;6.46E+06;2620.1
1037;351102;6.46E+06;2617.01
1038;351102;6.46E+06;2614.43
1039;351102;6.46E+06;2612.27
1040;351102;6.46E+06;2610.65
1041;351102;6.46E+06;2607.83
1042;351102;6.46E+06;2605.08
1043;351102;6.46E+06;2602.18
1044;351102;6.46E+06;2599.69
1045;351102;6.46E+06;2596.45
1046;351102;6.46E+06;2593.03
1047;351102;6.46E+06;2588.71
1048;351102;6.46E+06;2584.81
1049;351102;6.46E+06;2580.05
1050;351102;6.46E+06;2575.73
1051;351102;6.46E+06;2570.47
1052;351102;6.46E+06;2565.23
1053;351102;6.46E+06;2559.92
1054;351102;6.46E+06;2556.64
1055;351102;6.46E+06;2555.27
1056;351102;6.46E+06;2555.83
1057;351102;6.46E+06;2556.17
1058;351102;6.46E+06;2556.23
1059;351102;6.46E+06;2556.33
1060;351102;6.46E+06;2557.15
1061;351102;6.46E+06;2557.81
1062;351102;6.46E+06;2557.56
1063;351102;6.46E+06;2556.18
1064;351102;6.47E+06;2561.65
1065;351102;6.47E+06;2568.82
1066;351102;6.47E+06;2575.98
1067;351102;6.47E+06;2581.71
1068;351102;6.47E+06;2588.37
1069;351102;6.47E+06;2590.54
1070;351102;6.47E+06;2589.78
1071;351102;6.47E+06;2588.19
1072;351102;6.47E+06;2586.58
1073;351102;6.47E+06;2584.91
1074;351102;6.47E+06;2582.95
1075;351102;6.47E+06;2582.43
1076;351102;6.47E+06;2583.09
1077;351102;6.47E+06;2584.73
1078;351102;6.47E+06;2588.12
1079;351102;6.47E+06;2590.99
1080;351102;6.47E+06;2592.84
1081;351102;6.47E+06;2594.46
1082;351102;6.47E+06;2596.63
1083;351102;6.47E+06;2597.99
1084;351102;6.47E+06;2598.65
1085;351102;6.47E+06;2599.16
1086;351102;6.47E+06;2599.96
1087;351102;6.47E+06;2600.88
1088;351102;6.47E+06;2601.99
1089;351202;6.46E+06;2620.81
1090;351202;6.46E+06;2622.68
1091;351202;6.46E+06;2624.3
1092;351202;6.46E+06;2624.7
1093;351202;6.46E+06;2623.99
1094;351202;6.46E+06;2622.48
1095;351202;6.46E+06;2621.11
1096;351202;6.46E+06;2618.64
1097;351202;6.46E+06;2616.24
1098;351202;6.46E+06;2613.75
1099;351202;6.46E+06;2612.21
1100;351202;6.46E+06;2609.86
1101;351202;6.46E+06;2607.09
1102;351202;6.46E+06;2603.62
1103;351202;6.46E+06;2601.24
1104;351202;6.46E+06;2598.59
1105;351202;6.46E+06;2595.06
1106;351202;6.46E+06;2589.87
1107;351202;6.46E+06;2586.28
1108;351202;6.46E+06;2581.51
1109;351202;6.46E+06;2576.91
1110;351202;6.46E+06;2571.2
1111;351202;6.46E+06;2566.55
1112;351202;6.46E+06;2560.4
1113;351202;6.46E+06;2556.2
1114;351202;6.46E+06;2554.71
1115;351202;6.46E+06;2555.3
1116;351202;6.46E+06;2555.78
1117;351202;6.46E+06;2555.99
1118;351202;6.46E+06;2556.06
1119;351202;6.46E+06;2556.35
1120;351202;6.46E+06;2556.12
1121;351202;6.46E+06;2555.28
1122;351202;6.46E+06;2554.09
1123;351202;6.47E+06;2557.24
1124;351202;6.47E+06;2563.43
1125;351202;6.47E+06;2571.51
1126;351202;6.47E+06;2576.96
1127;351202;6.47E+06;2583.09
1128;351202;6.47E+06;2585.65
1129;351202;6.47E+06;2585.98
1130;351202;6.47E+06;2584.91
1131;351202;6.47E+06;2582.87
1132;351202;6.47E+06;2581.29
1133;351202;6.47E+06;2580.2
1134;351202;6.47E+06;2579.96
1135;351202;6.47E+06;2581.03
1136;351202;6.47E+06;2583.79
1137;351202;6.47E+06;2588.2
1138;351202;6.47E+06;2591.26
1139;351202;6.47E+06;2593.55
1140;351202;6.47E+06;2595.07
1141;351202;6.47E+06;2597.1
1142;351202;6.47E+06;2598.54
1143;351202;6.47E+06;2598.83
1144;351202;6.47E+06;2598.68
1145;351202;6.47E+06;2599.33
1146;351202;6.47E+06;2600.02
1147;351202;6.47E+06;2601.07
1148;351202;6.47E+06;2602.2
1149;351302;6.46E+06;2621.19
1150;351302;6.46E+06;2622.78
1151;351302;6.46E+06;2624.38
1152;351302;6.46E+06;2624.77
1153;351302;6.46E+06;2624.17
1154;351302;6.46E+06;2623.12
1155;351302;6.46E+06;2621.41
1156;351302;6.46E+06;2619.17
1157;351302;6.46E+06;2617.34
1158;351302;6.46E+06;2615.34
1159;351302;6.46E+06;2613.33
1160;351302;6.46E+06;2611.4
1161;351302;6.46E+06;2609.05
1162;351302;6.46E+06;2605.53
1163;351302;6.46E+06;2601.83
1164;351302;6.46E+06;2599.49
1165;351302;6.46E+06;2596.49
1166;351302;6.46E+06;2591.85
1167;351302;6.46E+06;2586.54
1168;351302;6.46E+06;2582.32
1169;351302;6.46E+06;2578.63
1170;351302;6.46E+06;2573.48
1171;351302;6.46E+06;2567.08
1172;351302;6.46E+06;2561.61
1173;351302;6.46E+06;2557.28
1174;351302;6.46E+06;2554.23
1175;351302;6.46E+06;2555.47
1176;351302;6.46E+06;2556.02
1177;351302;6.46E+06;2556.17
1178;351302;6.46E+06;2556.08
1179;351302;6.46E+06;2556.09
1180;351302;6.46E+06;2555.61
1181;351302;6.46E+06;2554.76
1182;351302;6.46E+06;2552.96
1183;351302;6.47E+06;2555.19
1184;351302;6.47E+06;2559.48
1185;351302;6.47E+06;2565.74
1186;351302;6.47E+06;2573.04
1187;351302;6.47E+06;2577.81
1188;351302;6.47E+06;2579.83
1189;351302;6.47E+06;2581.76
1190;351302;6.47E+06;2580.78
1191;351302;6.47E+06;2578.88
1192;351302;6.47E+06;2577.8
1193;351302;6.47E+06;2577.1
1194;351302;6.47E+06;2577.07
1195;351302;6.47E+06;2578.66
1196;351302;6.47E+06;2581.71
1197;351302;6.47E+06;2587.19
1198;351302;6.47E+06;2592.8
1199;351302;6.47E+06;2594.38
1200;351302;6.47E+06;2595.11
1201;351302;6.47E+06;2596.85
1202;351302;6.47E+06;2599.33
1203;351302;6.47E+06;2598.5
1204;351302;6.47E+06;2598
1205;351302;6.47E+06;2598.33
1206;351302;6.47E+06;2599.18
1207;351302;6.47E+06;2600.07
1208;351302;6.47E+06;2601.21
1209;351402;6.46E+06;2621.36
1210;351402;6.46E+06;2622.93
1211;351402;6.46E+06;2624.63
1212;351402;6.46E+06;2624.89
1213;351402;6.46E+06;2624.25
1214;351402;6.46E+06;2623.27
1215;351402;6.46E+06;2621.1
1216;351402;6.46E+06;2618.8
1217;351402;6.46E+06;2617.39
1218;351402;6.46E+06;2616.1
1219;351402;6.46E+06;2614.76
1220;351402;6.46E+06;2612.88
1221;351402;6.46E+06;2610.32
1222;351402;6.46E+06;2606.83
1223;351402;6.46E+06;2601.93
1224;351402;6.46E+06;2598.58
1225;351402;6.46E+06;2595.71
1226;351402;6.46E+06;2591.69
1227;351402;6.46E+06;2586.69
1228;351402;6.46E+06;2582.76
1229;351402;6.46E+06;2579.46
1230;351402;6.46E+06;2575.26
1231;351402;6.46E+06;2569.49
1232;351402;6.46E+06;2563.99
1233;351402;6.46E+06;2560.35
1234;351402;6.46E+06;2557.16
1235;351402;6.46E+06;2556.76
1236;351402;6.46E+06;2556.74
1237;351402;6.46E+06;2556.93
1238;351402;6.46E+06;2557.05
1239;351402;6.46E+06;2556.57
1240;351402;6.46E+06;2555.97
1241;351402;6.46E+06;2555.32
1242;351402;6.46E+06;2554.29
1243;351402;6.47E+06;2555.28
1244;351402;6.47E+06;2558.44
1245;351402;6.47E+06;2562.25
1246;351402;6.47E+06;2567.75
1247;351402;6.47E+06;2573.06
1248;351402;6.47E+06;2575.62
1249;351402;6.47E+06;2576.37
1250;351402;6.47E+06;2576.11
1251;351402;6.47E+06;2576.05
1252;351402;6.47E+06;2575.34
1253;351402;6.47E+06;2573.87
1254;351402;6.47E+06;2573.46
1255;351402;6.47E+06;2576.41
1256;351402;6.47E+06;2579.48
1257;351402;6.47E+06;2584.89
1258;351402;6.47E+06;2594.58
1259;351402;6.47E+06;2594.59
1260;351402;6.47E+06;2594.67
1261;351402;6.47E+06;2595.31
1262;351402;6.47E+06;2597.11
1263;351402;6.47E+06;2597.28
1264;351402;6.47E+06;2596.9
1265;351402;6.47E+06;2596.96
1266;351402;6.47E+06;2598.19
1267;351402;6.47E+06;2599.34
1268;351402;6.47E+06;2600.29
1269;351402;6.47E+06;2601.68
1270;351402;6.47E+06;2602.66
1271;351402;6.47E+06;2602.78
1272;351402;6.47E+06;2602.56
1273;351402;6.47E+06;2601.59
1274;351502;6.46E+06;2623.29
1275;351502;6.46E+06;2624.82
1276;351502;6.46E+06;2625.08
1277;351502;6.46E+06;2624.5
1278;351502;6.46E+06;2623.16
1279;351502;6.46E+06;2621.41
1280;351502;6.46E+06;2618.43
1281;351502;6.46E+06;2616.99
1282;351502;6.46E+06;2616.19
1283;351502;6.46E+06;2615.72
1284;351502;6.46E+06;2614.07
1285;351502;6.46E+06;2611.2
1286;351502;6.46E+06;2606.97
1287;351502;6.46E+06;2602.86
1288;351502;6.46E+06;2598.07
1289;351502;6.46E+06;2594.12
1290;351502;6.46E+06;2589.75
1291;351502;6.46E+06;2586.51
1292;351502;6.46E+06;2582.75
1293;351502;6.46E+06;2579.32
1294;351502;6.46E+06;2575.51
1295;351502;6.46E+06;2572.53
1296;351502;6.46E+06;2567.9
1297;351502;6.46E+06;2564.03
1298;351502;6.46E+06;2560.76
1299;351502;6.46E+06;2559.41
1300;351502;6.46E+06;2558.57
1301;351502;6.46E+06;2558.32
1302;351502;6.46E+06;2558.2
1303;351502;6.46E+06;2557.81
1304;351502;6.46E+06;2557.17
1305;351502;6.46E+06;2556.52
1306;351502;6.46E+06;2555.98
1307;351502;6.47E+06;2556.2
1308;351502;6.47E+06;2558.22
1309;351502;6.47E+06;2561.43
1310;351502;6.47E+06;2564.26
1311;351502;6.47E+06;2568.34
1312;351502;6.47E+06;2571.03
1313;351502;6.47E+06;2572.39
1314;351502;6.47E+06;2572.68
1315;351502;6.47E+06;2572.98
1316;351502;6.47E+06;2572.52
1317;351502;6.47E+06;2571.45
1318;351502;6.47E+06;2570.59
1319;351502;6.47E+06;2572.67
1320;351502;6.47E+06;2576.44
1321;351502;6.47E+06;2582.52
1322;351502;6.47E+06;2588.27
1323;351502;6.47E+06;2591.53
1324;351502;6.47E+06;2592.41
1325;351502;6.47E+06;2593.21
1326;351502;6.47E+06;2594.24
1327;351502;6.47E+06;2594.79
1328;351502;6.47E+06;2594.85
1329;351502;6.47E+06;2595.4
1330;351502;6.47E+06;2596.63
1331;351502;6.47E+06;2598.13
1332;351502;6.47E+06;2599.53
1333;351502;6.47E+06;2600.61
1334;351502;6.47E+06;2601.96
1335;351502;6.47E+06;2602.48
1336;351502;6.47E+06;2602.44
1337;351502;6.47E+06;2601.97
1338;351502;6.47E+06;2600.77
1339;351502;6.47E+06;2599.65
1340;351602;6.46E+06;2624.92
1341;351602;6.46E+06;2625.25
1342;351602;6.46E+06;2624.76
1343;351602;6.46E+06;2623.36
1344;351602;6.46E+06;2621.59
1345;351602;6.46E+06;2618.41
1346;351602;6.46E+06;2616.98
1347;351602;6.46E+06;2616.46
1348;351602;6.46E+06;2616.17
1349;351602;6.46E+06;2614.8
1350;351602;6.46E+06;2612.12
1351;351602;6.46E+06;2607.69
1352;351602;6.46E+06;2603.38
1353;351602;6.46E+06;2597.57
1354;351602;6.46E+06;2592.87
1355;351602;6.46E+06;2588.59
1356;351602;6.46E+06;2585.47
1357;351602;6.46E+06;2581.81
1358;351602;6.46E+06;2579.04
1359;351602;6.46E+06;2576.21
1360;351602;6.46E+06;2574.04
1361;351602;6.46E+06;2571.22
1362;351602;6.46E+06;2567.84
1363;351602;6.46E+06;2563.57
1364;351602;6.46E+06;2562.08
1365;351602;6.46E+06;2560.78
1366;351602;6.46E+06;2559.81
1367;351602;6.46E+06;2559.27
1368;351602;6.46E+06;2559.11
1369;351602;6.46E+06;2558.72
1370;351602;6.46E+06;2557.99
1371;351602;6.46E+06;2557.32
1372;351602;6.47E+06;2557.5
1373;351602;6.47E+06;2558.69
1374;351602;6.47E+06;2560.7
1375;351602;6.47E+06;2562.94
1376;351602;6.47E+06;2565.65
1377;351602;6.47E+06;2567.72
1378;351602;6.47E+06;2569.74
1379;351602;6.47E+06;2570.41
1380;351602;6.47E+06;2570.68
1381;351602;6.47E+06;2570.52
1382;351602;6.47E+06;2569.87
1383;351602;6.47E+06;2568.88
1384;351602;6.47E+06;2569.89
1385;351602;6.47E+06;2573.16
1386;351602;6.47E+06;2579.28
1387;351602;6.47E+06;2584.04
1388;351602;6.47E+06;2587.19
1389;351602;6.47E+06;2589.39
1390;351602;6.47E+06;2591.06
1391;351602;6.47E+06;2591.78
1392;351602;6.47E+06;2592.05
1393;351602;6.47E+06;2592.59
1394;351602;6.47E+06;2593.8
1395;351602;6.47E+06;2594.98
1396;351602;6.47E+06;2596.79
1397;351602;6.47E+06;2598.69
1398;351602;6.47E+06;2599.95
1399;351602;6.47E+06;2601.33
1400;351602;6.47E+06;2602.05
1401;351602;6.47E+06;2602.34
1402;351602;6.47E+06;2602
1403;351602;6.47E+06;2600.96
1404;351602;6.47E+06;2599.87
1405;351702;6.46E+06;2624.92
1406;351702;6.46E+06;2625.48
1407;351702;6.46E+06;2625.03
1408;351702;6.46E+06;2624.03
1409;351702;6.46E+06;2621.6
1410;351702;6.46E+06;2618.59
1411;351702;6.46E+06;2617.53
1412;351702;6.46E+06;2616.81
1413;351702;6.46E+06;2616.72
1414;351702;6.46E+06;2615.4
1415;351702;6.46E+06;2613.4
1416;351702;6.46E+06;2609.84
1417;351702;6.46E+06;2603.19
1418;351702;6.46E+06;2596.7
1419;351702;6.46E+06;2592.13
1420;351702;6.46E+06;2587.74
1421;351702;6.46E+06;2583.21
1422;351702;6.46E+06;2580.02
1423;351702;6.46E+06;2578.29
1424;351702;6.46E+06;2576.83
1425;351702;6.46E+06;2575.54
1426;351702;6.46E+06;2574.54
1427;351702;6.46E+06;2572.6
1428;351702;6.46E+06;2567.87
1429;351702;6.46E+06;2564.97
1430;351702;6.46E+06;2563.67
1431;351702;6.46E+06;2562.03
1432;351702;6.46E+06;2560.83
1433;351702;6.46E+06;2560.93
1434;351702;6.46E+06;2560.88
1435;351702;6.46E+06;2560.11
1436;351702;6.46E+06;2559.17
1437;351702;6.47E+06;2559.24
1438;351702;6.47E+06;2559.75
1439;351702;6.47E+06;2560.36
1440;351702;6.47E+06;2562.08
1441;351702;6.47E+06;2563.64
1442;351702;6.47E+06;2564.89
1443;351702;6.47E+06;2566.85
1444;351702;6.47E+06;2568.39
1445;351702;6.47E+06;2568.75
1446;351702;6.47E+06;2568.88
1447;351702;6.47E+06;2568.67
1448;351702;6.47E+06;2567.23
1449;351702;6.47E+06;2567.97
1450;351702;6.47E+06;2569.77
1451;351702;6.47E+06;2574.54
1452;351702;6.47E+06;2579.77
1453;351702;6.47E+06;2582.18
1454;351702;6.47E+06;2584.78
1455;351702;6.47E+06;2587.75
1456;351702;6.47E+06;2588.68
1457;351702;6.47E+06;2588.58
1458;351702;6.47E+06;2589.39
1459;351702;6.47E+06;2590.91
1460;351702;6.47E+06;2593.03
1461;351702;6.47E+06;2594.96
1462;351702;6.47E+06;2597.32
1463;351702;6.47E+06;2599.49
1464;351702;6.47E+06;2600.69
1465;351702;6.47E+06;2601.31
1466;351702;6.47E+06;2601.97
1467;351702;6.47E+06;2601.9
1468;351702;6.47E+06;2600.87
1469;351702;6.47E+06;2599.99
1470;351702;6.47E+06;2598.93
1471;351802;6.46E+06;2625.54
1472;351802;6.46E+06;2625.17
1473;351802;6.46E+06;2624.35
1474;351802;6.46E+06;2622.28
1475;351802;6.46E+06;2619.53
1476;351802;6.46E+06;2618.18
1477;351802;6.46E+06;2617.41
1478;351802;6.46E+06;2617.22
1479;351802;6.46E+06;2616.07
1480;351802;6.46E+06;2614.19
1481;351802;6.46E+06;2611.42
1482;351802;6.46E+06;2604.8
1483;351802;6.46E+06;2597.25
1484;351802;6.46E+06;2592.17
1485;351802;6.46E+06;2586.64
1486;351802;6.46E+06;2581.3
1487;351802;6.46E+06;2578.6
1488;351802;6.46E+06;2576.98
1489;351802;6.46E+06;2576.32
1490;351802;6.46E+06;2576.78
1491;351802;6.46E+06;2576.46
1492;351802;6.46E+06;2575.46
1493;351802;6.46E+06;2572.56
1494;351802;6.46E+06;2568.79
1495;351802;6.46E+06;2566.1
1496;351802;6.46E+06;2564.69
1497;351802;6.46E+06;2563.31
1498;351802;6.46E+06;2563.33
1499;351802;6.46E+06;2562.75
1500;351802;6.46E+06;2562.62
1501;351802;6.46E+06;2562.15
1502;351802;6.47E+06;2561.11
1503;351802;6.47E+06;2560.82
1504;351802;6.47E+06;2560.99
1505;351802;6.47E+06;2561.2
1506;351802;6.47E+06;2562.27
1507;351802;6.47E+06;2563.5
1508;351802;6.47E+06;2564.62
1509;351802;6.47E+06;2566.4
1510;351802;6.47E+06;2567.64
1511;351802;6.47E+06;2568.04
1512;351802;6.47E+06;2568.11
1513;351802;6.47E+06;2567.93
1514;351802;6.47E+06;2568.22
1515;351802;6.47E+06;2569.56
1516;351802;6.47E+06;2571.91
1517;351802;6.47E+06;2574.87
1518;351802;6.47E+06;2578.46
1519;351802;6.47E+06;2580.51
1520;351802;6.47E+06;2582.39
1521;351802;6.47E+06;2584.44
1522;351802;6.47E+06;2585.77
1523;351802;6.47E+06;2586.16
1524;351802;6.47E+06;2587.11
1525;351802;6.47E+06;2590.42
1526;351802;6.47E+06;2593.41
1527;351802;6.47E+06;2595.8
1528;351802;6.47E+06;2598.3
1529;351802;6.47E+06;2599.84
1530;351802;6.47E+06;2600.64
1531;351802;6.47E+06;2601.05
1532;351802;6.47E+06;2601.17
1533;351802;6.47E+06;2600.55
1534;351802;6.47E+06;2599.72
1535;351802;6.47E+06;2598.54
1536;351902;6.46E+06;2625.22
1537;351902;6.46E+06;2625.15
1538;351902;6.46E+06;2624.23
1539;351902;6.46E+06;2622.95
1540;351902;6.46E+06;2620.49
1541;351902;6.46E+06;2618.78
1542;351902;6.46E+06;2617.68
1543;351902;6.46E+06;2617.28
1544;351902;6.46E+06;2616.37
1545;351902;6.46E+06;2614.85
1546;351902;6.46E+06;2611.78
1547;351902;6.46E+06;2607.04
1548;351902;6.46E+06;2599.27
1549;351902;6.46E+06;2592.53
1550;351902;6.46E+06;2585.81
1551;351902;6.46E+06;2581.27
1552;351902;6.46E+06;2576.97
1553;351902;6.46E+06;2575.27
1554;351902;6.46E+06;2575.89
1555;351902;6.46E+06;2576.94
1556;351902;6.46E+06;2577.72
1557;351902;6.46E+06;2577.2
1558;351902;6.46E+06;2574.99
1559;351902;6.46E+06;2572.71
1560;351902;6.46E+06;2569.93
1561;351902;6.46E+06;2567.89
1562;351902;6.46E+06;2566.37
1563;351902;6.46E+06;2566.29
1564;351902;6.46E+06;2565.89
1565;351902;6.46E+06;2565.45
1566;351902;6.46E+06;2564.92
1567;351902;6.47E+06;2563.61
1568;351902;6.47E+06;2562.57
1569;351902;6.47E+06;2561.75
1570;351902;6.47E+06;2561.18
1571;351902;6.47E+06;2561.34
1572;351902;6.47E+06;2562.24
1573;351902;6.47E+06;2563.64
1574;351902;6.47E+06;2564.99
1575;351902;6.47E+06;2566.55
1576;351902;6.47E+06;2567.57
1577;351902;6.47E+06;2568.44
1578;351902;6.47E+06;2568.99
1579;351902;6.47E+06;2569.56
1580;351902;6.47E+06;2570.57
1581;351902;6.47E+06;2571.96
1582;351902;6.47E+06;2572.33
1583;351902;6.47E+06;2574.32
1584;351902;6.47E+06;2576.44
1585;351902;6.47E+06;2578.67
1586;351902;6.47E+06;2579.86
1587;351902;6.47E+06;2581.51
1588;351902;6.47E+06;2582.93
1589;351902;6.47E+06;2585.28
1590;351902;6.47E+06;2587.75
1591;351902;6.47E+06;2591.29
1592;351902;6.47E+06;2594.53
1593;351902;6.47E+06;2596.59
1594;351902;6.47E+06;2598.67
1595;351902;6.47E+06;2599.64
1596;351902;6.47E+06;2600.08
1597;351902;6.47E+06;2600.15
1598;351902;6.47E+06;2599.78
1599;351902;6.47E+06;2598.92
1600;351902;6.47E+06;2597.59
1601;351902;6.47E+06;2596.43
1602;351902;6.47E+06;2594.96
1603;352002;6.46E+06;2624.76
1604;352002;6.46E+06;2624.15
1605;352002;6.46E+06;2622.93
1606;352002;6.46E+06;2620.65
1607;352002;6.46E+06;2618.95
1608;352002;6.46E+06;2617.6
